,Algerian dinar   (DZD)                     ,Australian dollar   (AUD)                     ,Austrian schilling   (ATS)                     ,Belgian franc   (BEF)                     ,Botswana pula   (BWP)                     ,Brazilian real   (BRL)                     ,Brunei dollar   (BND)                     ,Canadian dollar   (CAD)                     ,Chilean peso   (CLP)                     ,Chinese yuan   (CNY)                     ,Czech koruna   (CZK)                     ,Danish krone   (DKK)                     ,Deutsche mark   (DEM)                     ,Estonian kroon   (EEK)                     ,Euro   (EUR)                     ,Finnish markka   (FIM)                     ,French franc   (FRF)                     ,Greek drachma   (GRD)                     ,Indian rupee   (INR)                     ,Irish pound   (IEP)                     ,Israeli New Shekel   (ILS)                     ,Italian lira   (ITL)                     ,Japanese yen   (JPY)                     ,Korean won   (KRW)                     ,Kuwaiti dinar   (KWD)                     ,Luxembourg franc   (LUF)                     ,Malaysian ringgit   (MYR)                     ,Maltese lira   (MTL)                     ,Mauritian rupee   (MUR)                     ,Mexican peso   (MXN)                     ,Netherlands guilder   (NLG)                     ,New Zealand dollar   (NZD)                     ,Norwegian krone   (NOK)                     ,Omani rial   (OMR)                     ,Peruvian sol   (PEN)                     ,Philippine peso   (PHP)                     ,Polish zloty   (PLN)                     ,Portuguese escudo   (PTE)                     ,Qatari riyal   (QAR)                     ,Russian ruble   (RUB)                     ,Saudi Arabian riyal   (SAR)                     ,Singapore dollar   (SGD)                     ,South African rand   (ZAR)                     ,Spanish peseta   (ESP)                     ,Swedish krona   (SEK)                     ,Swiss franc   (CHF)                     ,Thai baht   (THB)                     ,Trinidadian dollar   (TTD)                     ,U.A.E. dirham   (AED)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,Uruguayan peso   (UYU)                     ,,,,,,,,,,,,,Taiwan
Country Name,Algeria,Australia,Austria,Belgium,Botswana,Brazil,Brunei Darussalam,Canada,Chile,China,Czechia,Denmark,Germany,Estonia,Euro Area,Finland,France,Greece,India,Ireland,Israel,Italy,Japan,"Korea, Rep.",Kuwait,Luxembourg,Malaysia,Malta,Mauritius,Mexico,Netherlands,New Zealand,Norway,Oman,Peru,Philippines,Poland,Portugal,Qatar,Russian Federation,Saudi Arabia,Singapore,South Africa,Spain,Sweden,Switzerland,Thailand,Trinidad and Tobago,United Arab Emirates,United Kingdom,United States,Uruguay,Bangladesh,Bahrain,"Egypt, Arab Rep.","Hong Kong SAR, China",Hungary,Indonesia,"Iran, Islamic Rep.",Pakistan,Romania,Turkiye,Viet Nam,Ukraine,Taiwan
Currency Code,DZD,AUD,ATS,BEF,BWP,BRL,BND,CAD,CLP,CNY,CZK,DKK,DEM,EEK,EUR,FIM,FRF,GRD,INR,IEP,ILS,ITL,JPY,KRW,KWD,LUF,MYR,MTL,MUR,MXN,NLG,NZD,NOK,OMR,PEN,PHP,PLN,PTE,QAR,RUB,SAR,SGD,ZAR,ESP,SEK,CHF,THB,TTD,AED,GBP,USD,UYU,BDT,BHD,EGP,HKD,HUF,IDR,IRR,PKR,RON,TRY,VND,UAH,TWD
2012,0.01289724,1.035409953,1.284788672,1.284788672,0.130881059,0.512014782,0.800277205,1.00063566,0.00205562,0.158420037,0.051079045,0.17263776,1.284788672,1.284788672,1.284788672,1.284788672,1.284788672,1.284788672,0.018713544,1.284788672,0.259341357,1.284788672,0.012532827,0.000887464,3.572250721,1.284788672,0.323750233,1.284788672,0.033277902,0.075933267,1.284788672,0.810186537,0.171895144,2.600780234,0.379134497,0.023680524,0.307074222,1.284788672,0.274725275,0.032425599,0.266666667,0.800207283,0.121803145,1.284788672,0.147601131,1.06645681,0.032171832,0.155530606,0.272294078,1.57966157,1,0.049235435,0.012215582,2.659574468,0.165123905,0.128925513,0.004442388,0.000106535,8.21E-05,0.010707189,0.288334006,0.55679258,4.80E-05,0.125140324,0.033767813
2013,0.012599473,0.965397176,1.328118039,1.328118039,0.119063093,0.463802714,0.799254666,0.970744325,0.002019089,0.161400743,0.051097097,0.178052796,1.328118039,1.328118039,1.328118039,1.328118039,1.328118039,1.328118039,0.017065474,1.328118039,0.276950133,1.328118039,0.010246357,0.000913257,3.526224369,1.328118039,0.317368779,1.328118039,0.032571849,0.078296324,1.328118039,0.820070084,0.170212766,2.600780234,0.370110056,0.023559243,0.316393953,1.328118039,0.274725275,0.031409853,0.266666667,0.799168864,0.103572677,1.328118039,0.153516173,1.078860905,0.032545762,0.15521613,0.272294078,1.563329108,1,0.048824291,0.012803567,2.659574468,0.145553522,0.128932439,0.004470373,9.56E-05,5.43E-05,0.009839721,0.300488293,0.525274021,4.78E-05,0.125109471,0.033590863
2014,0.012410179,0.901417963,1.328500784,1.328500784,0.111407165,0.424998052,0.789240989,0.905184518,0.001753315,0.162775409,0.048175358,0.178174778,1.328500784,1.328500784,1.328500784,1.328500784,1.328500784,1.328500784,0.016385515,1.328500784,0.279491605,1.328500784,0.009438879,0.000949812,3.514109163,1.328500784,0.305543188,1.328500784,0.032656669,0.075230676,1.328500784,0.829577192,0.158688178,2.600780234,0.352231227,0.022524981,0.317003262,1.328500784,0.274725275,0.026056454,0.266666667,0.789234837,0.092143346,1.328500784,0.145755916,1.091523066,0.030788335,0.156028279,0.272294078,1.64546857,1,0.043018107,0.012879725,2.659574468,0.141290662,0.128964309,0.004299195,8.43E-05,3.85E-05,0.009891188,0.298580994,0.456925117,4.73E-05,0.084127926,0.032929399
2015,0.009931331,0.751263854,1.109512891,1.109512891,0.09872651,0.300579724,0.727319887,0.781991546,0.001528762,0.160578373,0.040652472,0.148634639,1.109512891,1.109512891,1.109512891,1.109512891,1.109512891,1.109512891,0.015587992,1.109512891,0.257278847,1.109512891,0.008261457,0.00088421,3.3238932,1.109512891,0.256049144,1.109512891,0.028525218,0.063098383,1.109512891,0.697362227,0.124005374,2.600780234,0.314027031,0.02197665,0.265287173,1.109512891,0.274725275,0.016410216,0.266666667,0.727365301,0.078376473,1.109512891,0.118555883,1.039089154,0.029199027,0.156802689,0.272294078,1.527777721,1,0.036593354,0.012829245,2.659574468,0.130017737,0.129003128,0.003579963,7.47E-05,3.45E-05,0.009730535,0.249646334,0.367645906,4.61E-05,0.045777699,0.031349928
2016,0.009137171,0.74337616,1.106903113,1.106903113,0.091733371,0.286425158,0.723931126,0.754366748,0.001477197,0.150500916,0.04091667,0.148550483,1.106903113,1.106903113,1.106903113,1.106903113,1.106903113,1.106903113,0.01488199,1.106903113,0.260378243,1.106903113,0.009191776,0.000861499,3.309751999,1.106903113,0.241062565,1.106903113,0.028135819,0.053578915,1.106903113,0.696124328,0.119047619,2.600780234,0.29629089,0.021055972,0.253627936,1.106903113,0.274725275,0.014912923,0.266666667,0.723826595,0.067982764,1.106903113,0.116795255,1.014822091,0.028331515,0.149948268,0.272294078,1.350193718,1,0.033153641,0.012744034,2.659574468,0.099746636,0.128828626,0.003552103,7.51E-05,3.23E-05,0.009544797,0.246354973,0.331111054,4.56E-05,0.0391369,0.030942509
2017,0.0090112,0.766425606,1.129681176,1.129681176,0.096642479,0.313343143,0.724170033,0.770454104,0.001541227,0.147956242,0.042778309,0.151448756,1.129681176,1.129681176,1.129681176,1.129681176,1.129681176,1.129681176,0.015355895,1.129681176,0.277812076,1.129681176,0.008915346,0.000884173,3.296524795,1.129681176,0.232534298,1.129681176,0.029001136,0.052835924,1.129681176,0.710525848,0.12089462,2.600780234,0.306702509,0.019839806,0.264596931,1.129681176,0.274725275,0.017140075,0.266666667,0.724152289,0.075053655,1.129681176,0.11697465,1.015546322,0.029463924,0.147502959,0.272294078,1.287039911,1,0.034871881,0.012432006,2.659574468,0.056234957,0.128316171,0.003643872,7.47E-05,3.01E-05,0.009482703,0.246761766,0.274112841,4.47E-05,0.037598782,0.03285259
2018,0.008576786,0.747154008,1.18095451,1.18095451,0.098039456,0.273685768,0.741334596,0.771713354,0.001559389,0.151149709,0.046019505,0.158362687,1.18095451,1.18095451,1.18095451,1.18095451,1.18095451,1.18095451,0.014622135,1.18095451,0.278508233,1.18095451,0.00905607,0.000908956,3.311735371,1.18095451,0.247823482,1.18095451,0.029468578,0.051963326,1.18095451,0.691917823,0.122963418,2.600780234,0.304265557,0.01898923,0.276876647,1.18095451,0.274725275,0.015957073,0.266666667,0.74137686,0.075563364,1.18095451,0.11504146,1.022608162,0.030949954,0.147694106,0.272294078,1.334166671,1,0.032546512,0.011980897,2.659574468,0.056283202,0.127575429,0.003700802,7.02E-05,2.45E-05,0.008208559,0.253703007,0.207109225,4.42E-05,0.03676404,0.033160897
2019,0.008378468,0.695165416,1.11947451,1.11947451,0.092972517,0.253519414,0.733020399,0.753696867,0.001422683,0.144751631,0.043606711,0.149937477,1.11947451,1.11947451,1.11947451,1.11947451,1.11947451,1.11947451,0.014200443,1.11947451,0.280542104,1.11947451,0.009173498,0.000858106,3.293686536,1.11947451,0.241401884,1.11947451,0.028190044,0.051911287,1.11947451,0.658815779,0.113636364,2.600780234,0.299646518,0.019306591,0.260459059,1.11947451,0.274725275,0.01544696,0.266666667,0.733052737,0.069211686,1.11947451,0.105726695,1.006330658,0.032208603,0.148053247,0.272294078,1.276413609,1,0.028364469,0.011840832,2.659574468,0.059628223,0.127617488,0.003440446,7.07E-05,2.38E-05,0.006665056,0.235964535,0.176248122,4.34E-05,0.038691321,0.032336297
2020,0.007887879,0.688190931,1.142196109,1.142196109,0.087288661,0.193979693,0.724793444,0.745627266,0.001261468,0.144911422,0.043084413,0.152854897,1.142196109,1.142196109,1.142196109,1.142196109,1.142196109,1.142196109,0.013495356,1.142196109,0.29049451,1.142196109,0.009365525,0.000847267,3.265486092,1.142196109,0.237898012,1.142196109,0.025414941,0.046542783,1.142196109,0.648483899,0.106204089,2.600780234,0.286127847,0.020151501,0.256427242,1.142196109,0.274725275,0.013868681,0.266666667,0.724773357,0.060756644,1.142196109,0.10857399,1.065002423,0.031955341,0.148125048,0.272294078,1.282051978,1,0.023801991,0.011782533,2.659574468,0.063455107,0.128911663,0.003246788,6.86E-05,2.38E-05,0.006179,0.23562723,0.142681738,4.31E-05,0.037095394,0.033808912
2021,0.007403894,0.751188234,1.18274031,1.18274031,0.090193623,0.185377401,0.744154501,0.797526454,0.001317601,0.155063397,0.046129362,0.159055514,1.18274031,1.18274031,1.18274031,1.18274031,1.18274031,1.18274031,0.013528502,1.18274031,0.309578515,1.18274031,0.009111258,0.000874163,3.315175995,1.18274031,0.24135365,1.18274031,0.02398534,0.04932813,1.18274031,0.707313623,0.116414435,2.600780234,0.257695155,0.020302673,0.258938783,1.18274031,0.274725275,0.013576931,0.266666667,0.744333759,0.06766505,1.18274031,0.116596773,1.094276478,0.031272386,0.147961168,0.272294078,1.375392951,1,0.022959701,0.011753124,2.659574468,0.063920116,0.128646319,0.003298797,6.99E-05,2.38E-05,0.0061385,0.240360541,0.112989147,4.32E-05,0.036648577,0.035686247
2022,0.007042503,0.693642681,1.053048638,1.053048638,0.080848532,0.193649449,0.725186092,0.768311883,0.001145063,0.148430538,0.042813718,0.141319748,1.053048638,1.053048638,1.053048638,1.053048638,1.053048638,1.053048638,0.012721919,1.053048638,0.297653207,1.053048638,0.00760467,0.000774325,3.265304476,1.053048638,0.227217145,1.053048638,0.022633255,0.049683639,1.053048638,0.634041699,0.104013175,2.600780234,0.260743861,0.018356106,0.224327997,1.053048638,0.274725275,0.01460175,0.266666667,0.725338491,0.061140191,1.053048638,0.098870393,1.047304108,0.028521434,0.148057582,0.272294078,1.232587064,1,0.024288892,0.010899723,2.659574468,0.052190869,0.127690818,0.002683873,6.73E-05,2.38E-05,0.004881211,0.213288969,0.060427122,4.30E-05,0.030919259,0.033582967
2023,0.007361443,0.664367483,1.081268627,1.081268627,0.073548971,0.200225062,0.744557507,0.740790873,0.001190382,0.141163216,0.045048934,0.145144146,1.081268627,1.081268627,1.081268627,1.081268627,1.081268627,1.081268627,0.012106644,1.081268627,0.272674618,1.081268627,0.007117889,0.000765895,3.255363564,1.081268627,0.219268268,1.081268627,0.022091038,0.056310375,1.081268627,0.614087159,0.094667087,2.600780234,0.267106416,0.017975795,0.237887558,1.081268627,0.274725275,0.011742325,0.266666667,0.744731028,0.054199825,1.081268627,0.094249274,1.112978442,0.028733825,0.14814239,0.272294078,1.242947969,1,0.025757319,0.009406498,2.659574468,0.032651554,0.127720717,0.002832152,6.56E-05,2.38E-05,0.003566892,0.218613082,0.042125544,4.20E-05,0.027341971,0.032102729
2024,0.007361443,0.664367483,1.081268627,1.081268627,0.073548971,0.200225062,0.744557507,0.740790873,0.001190382,0.141163216,0.045048934,0.145144146,1.081268627,1.081268627,1.081268627,1.081268627,1.081268627,1.081268627,0.012106644,1.081268627,0.272674618,1.081268627,0.007117889,0.000765895,3.255363564,1.081268627,0.219268268,1.081268627,0.022091038,0.056310375,1.081268627,0.614087159,0.094667087,2.600780234,0.267106416,0.017975795,0.237887558,1.081268627,0.274725275,0.011742325,0.266666667,0.744731028,0.054199825,1.081268627,0.094249274,1.112978442,0.028733825,0.14814239,0.272294078,1.242947969,1,0.025757319,0.009406498,2.659574468,0.032651554,0.127720717,0.002832152,6.56E-05,2.38E-05,0.003566892,0.218613082,0.042125544,4.20E-05,0.027341971,0.031144886
